FID,peilmerk,x_rd,y_rd,nap_hoogte,pub_tekst,muurvlak,x_muur_cm,y_muur_cm,type,meetdatum,orde,geom
nappeilmerken.12673,025F0094,132720.0,498980.0,-0.317,HS HOGENDK 53,O,47.0,16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (132720 498980)
nappeilmerken.12674,025F0095,130819.0,498780.0,-0.757,SCH JAAGWG 1 HMP 40.35,O,-70.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130819 498780)
nappeilmerken.12675,025F0096,131870.0,495530.0,0.184,ZO-LHFD Z-VLMR SCHOONBROODBR ZWALUWTONG,ZO,10.0,-11.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131870 495530)
nappeilmerken.12676,025F0097,131570.0,495540.0,0.198,NW-LHFD W-VLMR DIEDERENBRUG ZWALUWTONG53,NW,-7.0,-8.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (131570 495540)
nappeilmerken.12677,025F0098,131630.0,495920.0,-0.404,N MUUR GEMAAL SPORTP MARKENGOUW,Z,11.0,-9.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (131630 495920)
nappeilmerken.12678,025F0099,131300.0,496650.0,-0.997,RIOOLUITLAAT ACHTER BEGRAAFPLAATS,W,-23.0,-25.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131300 496650)
nappeilmerken.12679,025F0100,131700.0,496500.0,0.206,DICKSTRAATB 130-156 BOXINBANG,W,10.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131700 496500)
nappeilmerken.12680,025F0101,138009.0,497010.0,0.422,TRAP NAAR VUURTOREN,W,-90.0,-15.0,PM,Wed Sep 05 00:00:00 CEST 2007,2.0,POINT (138009 497010)
nappeilmerken.12681,025F0102,131900.0,497900.0,-0.177,DORPSHUIS KATWOUDE HOOGEDIJK 25/27,O,-5.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131900 497900)
nappeilmerken.12682,025F0103,131470.0,493450.0,-0.335,BR DIJKEINDE ZUIDERWOUDE NO,,13.0,-30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (131470 493450)
nappeilmerken.12683,025F0106,133090.0,492560.0,-0.399,NW KOP BET BR RIJPERWG,W,-11.0,-8.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (133090 492560)
nappeilmerken.12684,025F0107,130300.0,492540.0,-1.083,NW VLMR BR POPPENDAMMERGOUW,W,24.0,-5.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (130300 492540)
nappeilmerken.12685,025G0001,120580.0,475220.0,-0.981,TRAFO RONDE HOEP WEST: O-Z V/D WEG,NW,-98.0,14.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120580 475220)
nappeilmerken.12686,025G0004,123290.0,475160.0,-0.529,BDR MARIA-BOUW DE WAVER 37A,ZO,-28.0,59.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123290 475160)
nappeilmerken.12687,025G0005,123720.0,475700.0,0.53,HS WAVERDIJK 41,NW,72.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123720 475700)
nappeilmerken.12688,025G0006,124810.0,475360.0,0.683,GML 'DE WAARD' WINKELDK 40,W,-63.0,35.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124810 475360)
nappeilmerken.12689,025G0010,123520.0,476140.0,0.682,"GML RONDE HOEPPLD, WAVERDK 48",O,-67.0,46.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123520 476140)
nappeilmerken.12690,025G0011,123520.0,476540.0,-0.838,BDR WAVERDK 54,N,88.0,54.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123520 476540)
nappeilmerken.12691,025G0016,126340.0,476500.0,0.58,HS 'T MEERHUIS' A'DAMSESTRW 13,O,-55.0,48.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126340 476500)
nappeilmerken.12692,025G0017,126800.0,476120.0,0.925,HK KERKPLEIN 46 ABCOUDE,W,636.0,4.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126800 476120)
nappeilmerken.12693,025G0019,126970.0,476170.0,1.2,"RKK KERKST 23, 3E STEUNB.VANAF TOREN",Z,43.0,82.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126970 476170)
nappeilmerken.12694,025G0020,128200.0,476480.0,0.785,MOLEN 'MOULIN DELPHINE' GEIN ZUID 14,NO,-120.0,40.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128200 476480)
nappeilmerken.12695,025G0021,129820.0,476210.0,1.348,HS KANAALDK WEST 1,O,-23.0,32.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129820 476210)
nappeilmerken.12696,025G0023,120530.0,477170.0,0.219,"BDR """"DE PAARL"""" RONDE HOEP WEST 43",NW,705.0,54.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120530 477170)
nappeilmerken.12697,025G0024,120940.0,477700.0,0.072,BDR RONDE HOEP WEST 40,N,355.0,42.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120940 477700)
nappeilmerken.12698,025G0025,121100.0,477800.0,-0.895,BDR RONDE HOEP WEST 37,NW,-75.0,42.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121100 477800)
nappeilmerken.12699,025G0027,123110.0,477210.0,-0.645,BDR 'KERKLUST' RONDE HOEP OOST:6,O,-49.0,51.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123110 477210)
nappeilmerken.12700,025G0035,121900.0,478650.0,0.723,"RKK ACHTERDK 1, OUDERKERK",NW,35.0,56.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121900 478650)
nappeilmerken.12701,025G0040,121730.0,479070.0,2.296,NO-HFD BR O/D AMSTEL I/D BURG. STRAMANW,ZO,-345.0,-79.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121730 479070)
nappeilmerken.12702,025G0043,123230.0,479760.0,-0.799,"HS BURG.STRAMANWG 97, HMP 3.4",ZO,366.0,82.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123230 479760)
nappeilmerken.12703,025G0044,123440.0,479860.0,-1.334,"DR O/D KORTE DWARSWG HOEK BURG.STRAMANWG,NO-FRMR",NO,-87.0,-35.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123440 479860)
nappeilmerken.12704,025G0055,121520.0,481800.0,-0.134,BDR 'ORANJEVELT' OUDERKERKERDK 215,ZW,700.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121520 481800)
nappeilmerken.12705,025G0062,124360.0,481950.0,-0.462,Z-TOREN ST.URBANUSKERK RIJKSSTRAATWG 230,O,-33.0,83.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (124360 481950)
nappeilmerken.12706,025G0071,126880.0,482600.0,0.818,"ZW-FUND.VDC WEG OUDERKERK-DIEMERBRUG,HMP 25.9, Z-HFD",W,22.0,48.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126880 482600)
nappeilmerken.12707,025G0072,127280.0,482860.0,0.314,BDR 'VINKENHOF' STAMMERDK 1,W,-62.0,50.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (127280 482860)
nappeilmerken.12708,025G0078,122210.0,483250.0,2.43,"N-HFD BR I/D AMSTELDK ZUID O/D VOORHAVEN,O-LEUNING MUUR",W,-92.0,-77.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122210 483250)
nappeilmerken.12709,025G0082,123740.0,483780.0,-4.719,GML A/D KRUISLN,ZO,-183.0,55.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123740 483780)
nappeilmerken.12710,025G0090,128620.0,483640.0,1.344,DIENSTHS RWS OVERDIEMERW 18,NO,-100.0,24.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128620 483640)
nappeilmerken.12711,025G0094,122630.0,484880.0,1.344,HS WEESPERZIJDE 112,W,33.0,75.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122630 484880)
nappeilmerken.12712,025G0095,122660.0,484500.0,4.648,BED. HS V/D BERLAGEBR O/D AMSTEL,Z,183.0,58.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122660 484500)
nappeilmerken.12713,025G0101,120860.0,485930.0,3.218,"RIJKSMUSEUM STADHOUDERSKD, TUSSEN L.ING.,EN ONDERDOORGANG",NO,190.0,70.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120860 485930)
nappeilmerken.12714,025G0102,121250.0,485660.0,1.701,FB HEINEKENS BROUWERIJ STADHOUDERSKD,N,1042.0,110.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121250 485660)
nappeilmerken.12715,025G0107,122580.0,485140.0,1.4,"METAALWARENFB AMSTEL, GYSBRECHT V.,AEMSTELSTR 16",NW,-86.0,92.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122580 485140)
nappeilmerken.12716,025G0108,125870.0,485700.0,1.824,"BR O/D KEERSL I/D WESTELIJKE MERWEDEKNDK,OOST, NW-HFD",ZW,30.0,-23.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125870 485700)
nappeilmerken.12717,025G0110,126580.0,485320.0,-0.527,"DIENSTHS RWS, OUD DIEMERLN 202",W,402.0,42.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126580 485320)
nappeilmerken.12718,025G0115,120020.0,486040.0,1.263,RKK VONDELSTRAAT 120,ZW,-61.0,93.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120020 486040)
nappeilmerken.12719,025G0116,120280.0,486250.0,1.842,"VM GB BEREDEN POLITIE, OVERTOOM 33",NW,-54.0,120.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120280 486250)
nappeilmerken.12720,025G0118,120600.0,486390.0,2.568,"GB STADSSCHOUWBURG, LEIDSEPLEIN",NO,364.0,75.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120600 486390)
nappeilmerken.12721,025G0122,122380.0,486080.0,1.355,GB GG EN GD VALCKENIERSTR 2 R.V.INGANG,N,-31.0,88.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122380 486080)
nappeilmerken.12722,025G0124,123140.0,486310.0,3.0,MUIDERPOORT ALEXANDERPLEIN L.V.Z-INGANG,ZO,11.0,49.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123140 486310)
nappeilmerken.12723,025G0126,123139.0,486310.0,3.231,MUIDERPOORT ALEXANDERPLEIN DOORG. Z-Z,ZW,-106.0,74.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123139 486310)
nappeilmerken.12724,025G0127,123400.0,486610.0,2.691,GEB-GB HOOGTE KADK 208,N,645.0,28.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123400 486610)
nappeilmerken.12725,025G0128,123590.0,486570.0,2.949,"BR O/D SINGELGRACHT I/D ZEEBURGERSTR,,NW-HFD",NW,50.0,-47.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123590 486570)
nappeilmerken.12726,025G0129,123800.0,486560.0,2.959,"GB """"ONS HUIS"""" ZEEBURGERDK 23",O,169.0,70.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123800 486560)
nappeilmerken.12727,025G0134,125690.0,486540.0,2.21,W-HFD BR ZEEBURGERDK O/H A'DAM-RIJNKN,N,18.0,-16.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125690 486540)
nappeilmerken.12728,025G0137,125780.0,486540.0,4.092,PIJLER BR O/H A'DAM RIJNKN DIEMERZEEDK-O,W,87.0,32.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125780 486540)
nappeilmerken.12729,025G0149,122700.0,487080.0,3.74,ZEEMANSHS KADIJKSEPLEIN 18,NW,159.0,100.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122700 487080)
nappeilmerken.12730,025G0164,125940.0,483420.0,0.663,"G.E.B. GB PRINS HENDRIKKD BIJ DE,DIEMERBR",N,96.0,28.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125940 483420)
nappeilmerken.12731,025G0190,128870.0,478220.0,0.082,"HS GML A/H GEIN, GEINDK 39",NO,-50.0,32.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128870 478220)
nappeilmerken.12732,025G0195,129179.0,479980.0,0.505,HS GML GEIN EN GAASPERPLD PROV.WG 22,NO,604.0,23.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129179 479980)
nappeilmerken.12733,025G0203,122090.0,480520.0,0.137,"BUITENW.L. GML MIDDELPLD, AMSTELDK NOORD,Z-HFD MUUR",O,30.0,-21.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122090 480520)
nappeilmerken.12734,025G0204,122180.0,480500.0,-0.05,BDR 'OVERWEG' BINNENW 14,W,614.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122180 480500)
nappeilmerken.12735,025G0225,127820.0,483690.0,0.05,HS GML A/D OVERDIEMERWG 3,W,235.0,24.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127820 483690)
nappeilmerken.12736,025G0227,128360.0,483860.0,-1.471,"BINNENW.L.GML DIEMERPLD, KANAALDK 15,,ZW-Z ZW-HFD",NW,-26.0,-18.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128360 483860)
nappeilmerken.12737,025G0228,128370.0,483860.0,0.626,"GML V/D DIEMERPLD, KANAALDK 15 ZW-ZIJDE",NO,295.0,100.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128370 483860)
nappeilmerken.12738,025G0254,127570.0,483500.0,1.754,"SPOORBR O/D DIEMEN, ZO-LANDHFD",ZO,-15.0,-89.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (127570 483500)
nappeilmerken.12739,025G0264,126150.0,477400.0,-1.404,SCH BDR ABCOUDERSTR 79,W,180.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126150 477400)
nappeilmerken.12740,025G0265,129500.0,482850.0,2.51,"BR IN RW1 O/H A'DAM-RIJNKN, N-PIJLER A/D,W-OEVER",N,-49.0,85.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129500 482850)
nappeilmerken.12741,025G0267,129680.0,482800.0,2.489,"BR IN RW1, O/H A'DAM-RIJNKN, N-PIJLER,A/D O-OEVER",N,-61.0,83.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129680 482800)
nappeilmerken.12742,025G0270,123180.0,483680.0,1.085,"GB CROON ELECTROTECHNIEK SPAKFERWG 14,L.V. PORTIEK",O,-72.0,36.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (123180 483680)
nappeilmerken.12743,025G0279,122830.0,478670.0,0.51,"N-VL BUITENWATERLOOP GML A/D MOLENDRECH-,TERWG I/D BULLENWIJK",NO,47.0,-26.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122830 478670)
nappeilmerken.12744,025G0280,128844.0,476909.0,0.507,"HS """"DE VINK"""" GEIN ZUID 21",ZO,215.0,57.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128844 476909)
nappeilmerken.12745,025G0290,127870.0,482170.0,-0.598,"SCH BDR """"TERA ET LABORA"""" PWG 53",NO,200.0,110.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127870 482170)
nappeilmerken.12746,025G0294,126620.0,482040.0,-2.513,"NO-STEUNBEER VAN BR 1018, N V/H,METROSTATION GANZENHOEF",W,-27.0,-8.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126620 482040)
nappeilmerken.12747,025G0296,125870.0,480370.0,-2.478,"BINNENZ.STEUNPOER W-VLMR Z-LHFD VDC 1037,I/D FLIERBOSDREEF",NO,-27.0,-21.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125870 480370)
nappeilmerken.12748,025G0297,125180.0,481580.0,-1.51,"BINNENZ.STEUNPOER Z-VLMR W-LHFD VDC 1207,I/D DAALWIJKDREEF",NW,8.0,-10.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (125180 481580)
nappeilmerken.12749,025G0299,124750.0,486580.0,2.726,GB A/D ZEEBURGERDK 215 'LEGER DES HEILS',Z,-21.0,31.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124750 486580)
nappeilmerken.12750,025G0302,129500.0,478720.0,-0.253,SCH BDR 'NOOIT GEDACHT' A/H GEIN 23,NW,154.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129500 478720)
nappeilmerken.12751,025G0304,127680.0,476760.0,0.124,BDR 'BINNEN BEST' GEIN ZUID 10,NW,52.0,37.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127680 476760)
nappeilmerken.12752,025G0306,120780.0,481820.0,-0.872,VOETBR A/D KALFJESLN W-VLMR N-LHFD,ZW,-51.0,-18.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (120780 481820)
nappeilmerken.12753,025G0307,121350.0,481920.0,0.793,"WATERMLN A/D BORCHT HOEK AMSTELDK N-,STEUNBEER FUND.",N,-47.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121350 481920)
nappeilmerken.12754,025G0308,121020.0,486650.0,2.403,BR O/D HERENGRACHT BIJ KONINGSPLEIN,N,-10.0,33.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121020 486650)
nappeilmerken.12755,025G0309,121090.0,486780.0,1.993,UNIVERSITEITSBIBLIOTHEEK SINGEL 421,ZW,-50.0,56.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121090 486780)
nappeilmerken.12756,025G0310,122410.0,483620.0,0.98,UTRECHTSE BR O-KRMR N-OPRIT A/D AMSTELDK,NO,254.0,44.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122410 483620)
nappeilmerken.12757,025G0314,126120.0,478610.0,-0.74,FLAT OPHEMERHOF 182,ZO,43.0,67.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126120 478610)
nappeilmerken.12758,025G0315,126200.0,479380.0,2.349,ZW-BR-LEUNING VDC 1303 I/D MEERKERKDREEF,NO,25.0,-60.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126200 479380)
nappeilmerken.12759,025G0316,126290.0,478180.0,-1.323,SPOORWG VDC SCHOONHOVENDREEF,ZO,-58.0,0.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126290 478180)
nappeilmerken.12760,025G0321,123550.0,476910.0,0.664,VOETANGELBR O/D WAVER ZO-VLMR,Z,-20.0,-21.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (123550 476910)
nappeilmerken.12761,025G0322,124340.0,476880.0,-1.004,BDR KIEVITSHEUVEL VOETANGEWG 7,N,80.0,76.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124340 476880)
nappeilmerken.12762,025G0323,124930.0,476810.0,-1.958,TRAFO O-Z BDR VOETANGELWG 4,NW,-32.0,12.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124930 476810)
nappeilmerken.12763,025G0327,124310.0,475250.0,-0.633,BDR WINKELHORN WINKELDK 1,N,-33.0,67.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (124310 475250)
nappeilmerken.12764,025G0338,126940.0,475430.0,-0.294,HS 'KOPPELRUST' KOPPELDK 41,ZW,284.0,26.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126940 475430)
nappeilmerken.12765,025G0339,127020.0,475810.0,0.958,HS MOLENWG 16,ZW,-27.0,50.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127020 475810)
nappeilmerken.12766,025G0341,129160.0,476180.0,-1.551,NO-POER HSM 140.BIJ VELTERSLN,N,0.0,-40.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129160 476180)
nappeilmerken.12767,025G0345,129600.0,475570.0,-1.053,BDR 'HIER IS 'T' KANAALDK WEST 2,O,-347.0,32.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129600 475570)
nappeilmerken.12768,025G0350,128690.0,480350.0,-0.651,"GML. 'ZUID BIJLMER' V. IJKENLN 22 NABIJ,HMP 3.2 VAN PWG",NO,-55.0,64.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128690 480350)
nappeilmerken.12769,025G0351,128020.0,481720.0,-2.219,GML PWG DIEMEN-DRIEMOND BIJ HMP 1.6,N,87.0,65.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (128020 481720)
nappeilmerken.12770,025G0362,121320.0,478650.0,0.726,BDR ACHTERDK 65,NW,-76.0,53.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121320 478650)
nappeilmerken.12771,025G0365,122170.0,478920.0,-1.203,HS KON. WILHELMINALN 7,ZO,22.0,30.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122170 478920)
nappeilmerken.12772,025G0366,122630.0,478830.0,-1.089,HS HOGER AMSTELLN 32,NW,320.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122630 478830)
nappeilmerken.12773,025G0367,122630.0,479140.0,-0.927,KANT JACOB V. RUISDAELWG 2,ZW,33.0,48.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122630 479140)
nappeilmerken.12774,025G0378,129880.0,481870.0,1.869,O-LHFD SPBR A'DAM-RIJNKN,W,-30.0,75.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (129880 481870)
nappeilmerken.12775,025G0379,121730.0,487080.0,1.158,HS KLOVENIERSBURGWAL 55,O,-233.0,26.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (121730 487080)
nappeilmerken.12776,025G0380,121729.0,487080.0,1.161,"HS KLOVENIERSBURGWAL 49,GASTEREN",O,-42.0,33.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (121729 487080)
nappeilmerken.12777,025G0381,122270.0,485460.0,2.672,AMSTELBR Z-VLMR O-HFD MR BR LEUNING,NO,-2051.0,-62.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (122270 485460)
nappeilmerken.12778,025G0382,121560.0,485840.0,1.635,SCHL WETERINGSCHANS 259,Z,58.0,26.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (121560 485840)
nappeilmerken.12779,025G0383,124610.0,483120.0,-0.104,HS RIJKSTRWG 2,O,-19.0,21.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124610 483120)
nappeilmerken.12780,025G0384,128210.0,481320.0,-1.284,SCH HS PWG 44,NO,58.0,21.0,PM,Sun Mar 28 00:00:00 CET 2021,2.0,POINT (128210 481320)
nappeilmerken.12781,025G0385,121260.0,487400.0,3.011,KON. PALEIS MOZES EN AARONSTR,N,345.0,92.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121260 487400)
nappeilmerken.12782,025G0386,121270.0,487370.0,3.624,"KON. PALEIS DAMPLEIN IN 4E PIJLER R.V.,DE INGANG (TRAPPEN)",O,126.0,66.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121270 487370)
nappeilmerken.12783,025G0387,121780.0,485720.0,3.565,"NED. BANK WESTEINDE IN HOEKPIJLER L.V,DRAAIHEK BIJ SINGELGRACHT",N,0.0,126.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121780 485720)
nappeilmerken.12784,025G0388,124050.0,484690.0,-3.343,HS HUGO DE VRIESLN 63,NW,-40.0,19.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124050 484690)
nappeilmerken.12785,025G0389,121780.0,485740.0,3.588,"NEDERLANDSE BANK WESTEINDE 2E-PIJLER L/V,DRAAIHEK BIJ SINGELGRACHT",N,0.0,128.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121780 485740)
nappeilmerken.12786,025G0390,121560.0,486320.0,0.928,"HTL """"SEVEN BRIDGES"""" REGULIERSGRACHT 31",W,21.0,11.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (121560 486320)
nappeilmerken.12787,025G0391,121970.0,486740.0,1.36,"STADHUIS L/V INGANG BIJ PORTIERSLOGE R/V,GARAGEDEUREN",ZO,72.0,23.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (121970 486740)
nappeilmerken.12788,025G0392,124470.0,483640.0,-3.599,RK ZAAIERSWG 182,ZW,-16.0,59.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (124470 483640)
nappeilmerken.12789,025G0393,126450.0,483290.0,1.388,Z-LHFD SPWGVDC O/D MUIDERSTRWG,W,22.0,74.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126450 483290)
nappeilmerken.12790,025G0394,125400.0,483620.0,-1.34,TRAFO HARTVELDSEWG NABIJ VDC A10,N,-31.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (125400 483620)
nappeilmerken.12791,025G0396,127400.0,487400.0,1.585,IN BET VOET TRAFOSTATION,N,0.0,-14.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127400 487400)
nappeilmerken.12792,025G0397,129890.0,481310.0,0.983,BET.UITWATERLOOP WATERZUIVERING HMP 8.205,O,100.0,22.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129890 481310)
nappeilmerken.12793,025G0399,127150.0,484880.0,1.674,TRAFO KANAALDK Z-Z,NO,-20.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (127150 484880)
nappeilmerken.12794,025G0400,129050.0,477400.0,-0.211,BET DAM INRIT HS 28,NO,-170.0,-12.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (129050 477400)
nappeilmerken.12795,025G0401,126000.0,479120.0,-1.181,TRAFO A/D NIFTRIKHOF T/O FLAT DE DRECHT,NO,-43.0,32.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126000 479120)
nappeilmerken.12796,025G0402,125910.0,479400.0,-1.116,TRAFO BIJ KINDEROPVANG NIEUWLANDHOF 100,NO,-69.0,19.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (125910 479400)
nappeilmerken.12797,025G0403,123781.0,483460.0,0.895,GB A/D H.J.E. WENCKEBACHWG T/O NR:93,N,-87.0,68.0,PM,Sun Aug 12 00:00:00 CEST 2007,2.0,POINT (123781 483460)
nappeilmerken.12798,025G0404,126400.0,481570.0,-2.384,"HS NILDA PINOSTR 2 HOEK RADEN ADJENG/,KARTINISTR",O,10.0,20.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (126400 481570)
nappeilmerken.12799,025G0405,121120.0,478750.0,-0.147,VDC O/D AMSTEL NO PIJLER,N,28.0,58.0,PM,Tue Aug 01 00:00:00 CEST 2017,2.0,POINT (121120 478750)
